Store,Dept,Date,Weekly_Pred,Wk
1.0,12.0,2011-04-08,11276.266847193914,14
1.0,12.0,2011-04-15,11963.78363516086,15
1.0,12.0,2011-04-22,12343.050294906108,16
1.0,12.0,2011-04-29,11450.338832973477,17
1.0,13.0,2011-03-04,41822.05851102964,9
1.0,13.0,2011-03-11,35782.905368919775,10
1.0,13.0,2011-03-18,36551.910968360666,11
1.0,13.0,2011-03-25,34967.04464838089,12
1.0,13.0,2011-04-01,38725.16950844589,13
1.0,13.0,2011-04-08,36535.827112664934,14
1.0,13.0,2011-04-15,37555.465631547675,15
1.0,13.0,2011-04-22,37661.896078398975,16
1.0,13.0,2011-04-29,36396.90595521795,17
1.0,14.0,2011-03-04,17512.067982088538,9
1.0,14.0,2011-03-11,13289.862728964767,10
1.0,14.0,2011-03-18,13187.293502724959,11
1.0,14.0,2011-03-25,10538.581993505588,12
1.0,14.0,2011-04-01,12737.962924353076,13
1.0,14.0,2011-04-08,12660.749904284483,14
1.0,14.0,2011-04-15,11150.001034699144,15
1.0,14.0,2011-04-22,11078.047107432732,16
1.0,14.0,2011-04-29,10262.154534547819,17
1.0,16.0,2011-03-04,21510.345436697313,9
1.0,16.0,2011-03-11,27595.937192918685,10
1.0,16.0,2011-03-18,42954.16532849283,11
1.0,16.0,2011-03-25,30246.8982114363,12
1.0,16.0,2011-04-01,47939.94761675778,13
1.0,16.0,2011-04-08,54844.73958072807,14
1.0,16.0,2011-04-15,59829.132160648194,15
1.0,16.0,2011-04-22,54489.824788858605,16
1.0,16.0,2011-04-29,54434.968242116694,17
1.0,17.0,2011-03-04,10908.182977911136,9
1.0,17.0,2011-03-11,10547.614304935145,10
1.0,17.0,2011-03-18,9520.70931456476,11
1.0,17.0,2011-03-25,8422.029984477493,12
1.0,17.0,2011-04-01,8108.490769568416,13
1.0,17.0,2011-04-08,7303.476588876503,14
1.0,17.0,2011-04-15,6818.802478152378,15
1.0,17.0,2011-04-22,6993.491381013817,16
1.0,17.0,2011-04-29,6922.422844483102,17
1.0,18.0,2011-03-04,41.60145122767085,9
1.0,18.0,2011-03-11,1118.6636691387941,10
1.0,18.0,2011-03-18,1963.6487199957448,11
1.0,18.0,2011-03-25,3418.6105216486576,12
1.0,18.0,2011-04-01,16867.335744887703,13
1.0,18.0,2011-04-08,8875.752510625865,14
1.0,18.0,2011-04-15,79.13179352657994,15
1.0,18.0,2011-04-22,-418.6255328154691,16
1.0,18.0,2011-04-29,-463.0661127830424,17
1.0,19.0,2011-03-04,1616.061291423114,9
1.0,19.0,2011-03-11,1642.3511148587102,10
1.0,19.0,2011-03-18,1622.9555015564663,11
1.0,19.0,2011-03-25,1562.436935617018,12
1.0,19.0,2011-04-01,1491.1038502758718,13
1.0,19.0,2011-04-08,1520.6452166020288,14
1.0,19.0,2011-04-15,1423.747437628347,15
1.0,19.0,2011-04-22,1308.4789084811462,16
1.0,19.0,2011-04-29,1335.5068101590266,17
1.0,20.0,2011-03-04,3750.388023615172,9
1.0,20.0,2011-03-11,3954.721499204226,10
1.0,20.0,2011-03-18,3716.9746037060954,11
1.0,20.0,2011-03-25,3600.5203594656755,12
1.0,20.0,2011-04-01,3630.9361037070025,13
1.0,20.0,2011-04-08,2660.5581010194123,14
1.0,20.0,2011-04-15,2758.2033851675783,15
1.0,20.0,2011-04-22,2895.799653150197,16
1.0,20.0,2011-04-29,3079.0679437216,17
1.0,21.0,2011-03-04,7760.178535382616,9
1.0,21.0,2011-03-11,7040.993528461902,10
1.0,21.0,2011-03-18,7201.582990716564,11
1.0,21.0,2011-03-25,6507.391742228883,12
1.0,21.0,2011-04-01,7110.338601896427,13
1.0,21.0,2011-04-08,6802.300107883177,14
1.0,21.0,2011-04-15,6410.121142711843,15
1.0,21.0,2011-04-22,6404.956563822347,16
1.0,21.0,2011-04-29,6641.895145873892,17
1.0,22.0,2011-03-04,10500.483642368696,9
1.0,22.0,2011-03-11,9503.819758867701,10
1.0,22.0,2011-03-18,8429.55571169968,11
1.0,22.0,2011-03-25,6684.378822131172,12
1.0,22.0,2011-04-01,7207.7766775444925,13
1.0,22.0,2011-04-08,6750.512382328949,14
1.0,22.0,2011-04-15,6480.14559550147,15
1.0,22.0,2011-04-22,6256.44410446982,16
1.0,22.0,2011-04-29,5788.150823392907,17
1.0,23.0,2011-03-04,19722.962976558185,9
1.0,23.0,2011-03-11,18080.403418451002,10
1.0,23.0,2011-03-18,20027.33643876243,11
1.0,23.0,2011-03-25,17089.643495084492,12
1.0,23.0,2011-04-01,19585.94309670955,13
1.0,23.0,2011-04-08,20758.9086697374,14
1.0,23.0,2011-04-15,18491.503920751788,15
1.0,23.0,2011-04-22,19016.43937622074,16
1.0,23.0,2011-04-29,19432.959592830688,17
1.0,24.0,2011-03-04,6302.916092946197,9
1.0,24.0,2011-03-11,5634.838020970757,10
1.0,24.0,2011-03-18,5449.591465617358,11
1.0,24.0,2011-03-25,4069.188707211407,12
1.0,24.0,2011-04-01,6504.129200456958,13
1.0,24.0,2011-04-08,5800.409948022224,14
1.0,24.0,2011-04-15,4804.680807831292,15
1.0,24.0,2011-04-22,4616.688063096141,16
1.0,24.0,2011-04-29,4698.43109441543,17
1.0,25.0,2011-03-04,9114.036670300726,9
1.0,25.0,2011-03-11,9163.621512006584,10
1.0,25.0,2011-03-18,10621.460418318014,11
1.0,25.0,2011-03-25,10056.156258375466,12
1.0,25.0,2011-04-01,12539.003597868223,13
1.0,25.0,2011-04-08,12678.390547074925,14
1.0,25.0,2011-04-15,9953.897135175846,15
1.0,25.0,2011-04-22,10129.672835628584,16
1.0,25.0,2011-04-29,9669.608493602916,17
1.0,26.0,2011-03-04,7619.690694107991,9
1.0,26.0,2011-03-11,6684.810237024762,10
1.0,26.0,2011-03-18,7148.636484643295,11
1.0,26.0,2011-03-25,6073.576435470339,12
1.0,26.0,2011-04-01,8328.85037690619,13
1.0,26.0,2011-04-08,7316.549566974714,14
1.0,26.0,2011-04-15,6800.05733289415,15
1.0,26.0,2011-04-22,5966.876216894798,16
1.0,26.0,2011-04-29,6252.090785820819,17
1.0,27.0,2011-03-04,1347.7534694652823,9
1.0,27.0,2011-03-11,1109.9893820265825,10
1.0,27.0,2011-03-18,980.4703086782065,11
1.0,27.0,2011-03-25,909.685486837272,12
1.0,27.0,2011-04-01,773.290546060638,13
1.0,27.0,2011-04-08,719.4304448028379,14
1.0,27.0,2011-04-15,745.765262461482,15
1.0,27.0,2011-04-22,689.339254626404,16
1.0,27.0,2011-04-29,593.5170481240893,17
1.0,28.0,2011-03-04,680.1280048373319,9
1.0,28.0,2011-03-11,642.3674036315806,10
1.0,28.0,2011-03-18,539.703614770684,11
1.0,28.0,2011-03-25,453.4844639355015,12
1.0,28.0,2011-04-01,665.9995137086535,13
1.0,28.0,2011-04-08,745.1791067390168,14
1.0,28.0,2011-04-15,332.67773895863684,15
1.0,28.0,2011-04-22,375.5003808987258,16
1.0,28.0,2011-04-29,396.6665075764922,17
1.0,29.0,2011-03-04,4947.284359229918,9
1.0,29.0,2011-03-11,4080.309626949674,10
1.0,29.0,2011-03-18,4248.794395704943,11
1.0,29.0,2011-03-25,3238.6873029333797,12
1.0,29.0,2011-04-01,3510.2313355106885,13
1.0,29.0,2011-04-08,3870.9463806289273,14
1.0,29.0,2011-04-15,4054.941531373726,15
1.0,29.0,2011-04-22,3954.305357426361,16
1.0,29.0,2011-04-29,3837.773215097564,17
1.0,30.0,2011-03-04,3989.1012637758604,9
1.0,30.0,2011-03-11,3057.1483948505693,10
1.0,30.0,2011-03-18,3272.052707894726,11
1.0,30.0,2011-03-25,2926.636132415172,12
1.0,30.0,2011-04-01,3754.7298065177374,13
1.0,30.0,2011-04-08,3828.0361290454375,14
1.0,30.0,2011-04-15,4086.1007713456847,15
1.0,30.0,2011-04-22,3721.421309096294,16
1.0,30.0,2011-04-29,3387.868376787307,17
1.0,31.0,2011-03-04,2190.412154704576,9
1.0,31.0,2011-03-11,1689.9491905992725,10
1.0,31.0,2011-03-18,1428.213539344735,11
1.0,31.0,2011-03-25,1269.6899786809333,12
1.0,31.0,2011-04-01,1086.5509208240653,13
1.0,31.0,2011-04-08,1271.6076169106052,14
1.0,31.0,2011-04-15,1545.2459520573136,15
1.0,31.0,2011-04-22,1341.4804772361056,16
1.0,31.0,2011-04-29,1199.6520845649172,17
1.0,32.0,2011-03-04,7253.777180525984,9
1.0,32.0,2011-03-11,6579.5530993619905,10
1.0,32.0,2011-03-18,6875.54633456147,11
1.0,32.0,2011-03-25,5362.1391637735505,12
1.0,32.0,2011-04-01,5948.573155734266,13
1.0,32.0,2011-04-08,6352.511637453965,14
1.0,32.0,2011-04-15,5943.488819826671,15
1.0,32.0,2011-04-22,5530.823165438182,16
1.0,32.0,2011-04-29,5908.7552545043145,17
1.0,33.0,2011-03-04,5683.591860455205,9
1.0,33.0,2011-03-11,4605.643954754086,10
1.0,33.0,2011-03-18,5696.074882780645,11
1.0,33.0,2011-03-25,3600.5908256985485,12
1.0,33.0,2011-04-01,6413.802885013843,13
1.0,33.0,2011-04-08,5275.567564572185,14
1.0,33.0,2011-04-15,4062.005269345106,15
1.0,33.0,2011-04-22,4129.8279532105435,16
1.0,33.0,2011-04-29,3941.5144029590074,17
1.0,34.0,2011-03-04,12778.160867094797,9
1.0,34.0,2011-03-11,10813.35778156043,10
1.0,34.0,2011-03-18,12622.975157621819,11
1.0,34.0,2011-03-25,9615.045829147137,12
1.0,34.0,2011-04-01,10767.923177562225,13
1.0,34.0,2011-04-08,13910.759747684038,14
1.0,34.0,2011-04-15,11629.16741258026,15
1.0,34.0,2011-04-22,10785.159147935723,16
1.0,34.0,2011-04-29,10722.185101885385,17
1.0,35.0,2011-03-04,2951.6034448634405,9
1.0,35.0,2011-03-11,3106.4120185767338,10
1.0,35.0,2011-03-18,3016.195379909574,11
1.0,35.0,2011-03-25,2818.208001952133,12
1.0,35.0,2011-04-01,3216.3137621342125,13
1.0,35.0,2011-04-08,3515.516869249385,14
1.0,35.0,2011-04-15,3005.6749471753524,15
1.0,35.0,2011-04-22,3114.5373439172204,16
1.0,35.0,2011-04-29,3268.995474003294,17
1.0,36.0,2011-03-04,958.9938603129297,9
1.0,36.0,2011-03-11,1415.8078693777381,10
1.0,36.0,2011-03-18,1950.7641991227458,11
1.0,36.0,2011-03-25,1195.834370964981,12
1.0,36.0,2011-04-01,1353.4437188859622,13
1.0,36.0,2011-04-08,1369.4555308034935,14
1.0,36.0,2011-04-15,1280.6735115297663,15
1.0,36.0,2011-04-22,1181.3073989341094,16
1.0,36.0,2011-04-29,1719.4341507691017,17
1.0,37.0,2011-03-04,3650.049980697504,9
1.0,37.0,2011-03-11,3103.184697855313,10
1.0,37.0,2011-03-18,3395.7568424804394,11
1.0,37.0,2011-03-25,2973.3976053639108,12
1.0,37.0,2011-04-01,3387.973927420031,13
1.0,37.0,2011-04-08,3135.514054970283,14
1.0,37.0,2011-04-15,3085.5187665930043,15
1.0,37.0,2011-04-22,3079.610913087896,16
1.0,37.0,2011-04-29,3318.8129998443674,17
1.0,38.0,2011-03-04,82309.38103996331,9
1.0,38.0,2011-03-11,72955.36249584073,10
1.0,38.0,2011-03-18,45618.08386480922,11
1.0,38.0,2011-03-25,70053.50882487858,12
1.0,38.0,2011-04-01,76832.24787822479,13
1.0,38.0,2011-04-08,73666.02986139173,14
1.0,38.0,2011-04-15,55316.030318350735,15
1.0,38.0,2011-04-22,58173.66941732282,16
1.0,38.0,2011-04-29,96843.9710215416,17
1.0,40.0,2011-03-04,67261.03953556114,9
1.0,40.0,2011-03-11,62597.96188087799,10
1.0,40.0,2011-03-18,59939.028192698985,11
1.0,40.0,2011-03-25,58040.81623640089,12
1.0,40.0,2011-04-01,61276.20276196828,13
1.0,40.0,2011-04-08,57979.54301495562,14
1.0,40.0,2011-04-15,58819.608706857805,15
1.0,40.0,2011-04-22,58649.41762300246,16
1.0,40.0,2011-04-29,58221.226150976174,17
1.0,41.0,2011-03-04,994.730903708921,9
1.0,41.0,2011-03-11,854.709663562847,10
1.0,41.0,2011-03-18,969.4099194225194,11
1.0,41.0,2011-03-25,900.7404791902438,12
1.0,41.0,2011-04-01,877.3806508815535,13
1.0,41.0,2011-04-08,1288.7378946305173,14
1.0,41.0,2011-04-15,982.7147220465624,15
1.0,41.0,2011-04-22,872.4389420331493,16
1.0,41.0,2011-04-29,917.2745257674753,17
1.0,42.0,2011-03-04,9739.285454131603,9
1.0,42.0,2011-03-11,9582.804305857453,10
1.0,42.0,2011-03-18,9794.264704884436,11
1.0,42.0,2011-03-25,8824.176796143814,12
1.0,42.0,2011-04-01,10131.311002402972,13
1.0,42.0,2011-04-08,9346.145508718617,14
1.0,42.0,2011-04-15,9018.24932307418,15
1.0,42.0,2011-04-22,8391.67863330076,16
1.0,42.0,2011-04-29,8821.213079273408,17
1.0,44.0,2011-03-04,4590.246480001532,9
1.0,44.0,2011-03-11,4388.084134914842,10
1.0,44.0,2011-03-18,3894.339441849256,11
1.0,44.0,2011-03-25,4296.287063491286,12
1.0,44.0,2011-04-01,4688.900861268036,13
1.0,44.0,2011-04-08,4545.456836073007,14
1.0,44.0,2011-04-15,4457.70031547388,15
1.0,44.0,2011-04-22,4604.64048520457,16
1.0,44.0,2011-04-29,4276.480936534458,17
1.0,45.0,2011-03-04,30.356333873089596,9
1.0,45.0,2011-03-11,25.22734614054977,10
1.0,45.0,2011-03-18,9.37265274607168,11
1.0,45.0,2011-04-22,10.620254654917943,16
1.0,46.0,2011-03-04,20976.610998027274,9
1.0,46.0,2011-03-11,18863.070737856688,10
1.0,46.0,2011-03-18,18385.439429741367,11
1.0,46.0,2011-03-25,16714.18133877778,12
1.0,46.0,2011-04-01,19585.415323802517,13
1.0,46.0,2011-04-08,19030.88978796151,14
1.0,46.0,2011-04-15,18665.573143667556,15
1.0,46.0,2011-04-22,18839.660885876292,16
1.0,46.0,2011-04-29,18908.19121104294,17
1.0,47.0,2011-03-11,-438.3762971449362,10
1.0,47.0,2011-04-08,208.7770944595502,14
1.0,48.0,2011-03-04,616.461919461511,9
1.0,48.0,2011-03-11,163.75284182119083,10
1.0,48.0,2011-03-18,605.0300178384817,11
1.0,48.0,2011-03-25,998.6122639106064,12
1.0,48.0,2011-04-01,382.9025825726743,13
1.0,48.0,2011-04-08,851.0508036033892,14
1.0,48.0,2011-04-15,835.8080180564606,15
1.0,48.0,2011-04-22,847.5614042515111,16
1.0,49.0,2011-03-04,13656.395503754275,9
1.0,49.0,2011-03-11,10855.89475480608,10
1.0,49.0,2011-03-18,9709.64492872219,11
1.0,49.0,2011-03-25,9711.815855543608,12
1.0,49.0,2011-04-01,10029.854845378095,13
1.0,49.0,2011-04-08,7979.899711290853,14
1.0,49.0,2011-04-15,9713.377839106613,15
1.0,49.0,2011-04-22,9950.390364459263,16
1.0,49.0,2011-04-29,7621.836463433237,17
1.0,52.0,2011-03-04,2653.705083636306,9
1.0,52.0,2011-03-11,2672.382663716883,10
1.0,52.0,2011-03-18,2839.3468581136267,11
1.0,52.0,2011-03-25,2539.932294400497,12
1.0,52.0,2011-04-01,3003.817125136936,13
1.0,52.0,2011-04-08,2472.960471833562,14
1.0,52.0,2011-04-15,2085.7895515104474,15
1.0,52.0,2011-04-22,2252.1459311699446,16
1.0,52.0,2011-04-29,2302.5769472662078,17
1.0,54.0,2011-03-04,-138.19449576750628,9
1.0,54.0,2011-03-11,-95.70026618478585,10
1.0,54.0,2011-03-18,-174.2508328378084,11
1.0,54.0,2011-03-25,-184.3282754442538,12
1.0,54.0,2011-04-01,-156.97522772328227,13
1.0,54.0,2011-04-15,-117.00614512948084,15
1.0,54.0,2011-04-22,-115.57458221531704,16
1.0,54.0,2011-04-29,-102.14181718280304,17
1.0,55.0,2011-03-04,14046.011746090297,9
1.0,55.0,2011-03-11,13039.067785452511,10
1.0,55.0,2011-03-18,13710.83263908226,11
1.0,55.0,2011-03-25,10585.596656170133,12
1.0,55.0,2011-04-01,12022.548386474997,13
1.0,55.0,2011-04-08,11658.693334418274,14
1.0,55.0,2011-04-15,8747.776532216854,15
1.0,55.0,2011-04-22,9247.859429551214,16
1.0,55.0,2011-04-29,9130.812119151857,17
1.0,56.0,2011-03-04,6315.067242160362,9
1.0,56.0,2011-03-11,8135.4660004660645,10
1.0,56.0,2011-03-18,10949.404185119474,11
1.0,56.0,2011-03-25,7740.000564418889,12
1.0,56.0,2011-04-01,14693.57545279471,13
1.0,56.0,2011-04-08,14536.160428636631,14
1.0,56.0,2011-04-15,15615.998069578705,15
1.0,56.0,2011-04-22,13453.512182332033,16
1.0,56.0,2011-04-29,13742.947341117466,17
1.0,58.0,2011-03-04,1949.3583256328175,9
1.0,58.0,2011-03-11,1353.4043540009925,10
1.0,58.0,2011-03-18,2331.661818921163,11
1.0,58.0,2011-03-25,1315.5122042769262,12
1.0,58.0,2011-04-01,1222.5339898742432,13
1.0,58.0,2011-04-08,2152.9373033135826,14
1.0,58.0,2011-04-15,1659.5721681663463,15
1.0,58.0,2011-04-22,2543.3433309966395,16
1.0,58.0,2011-04-29,1205.7066721493075,17
1.0,59.0,2011-03-04,254.52095940813365,9
1.0,59.0,2011-03-11,261.90579080616067,10
1.0,59.0,2011-03-18,181.2098448675772,11
1.0,59.0,2011-03-25,206.2698540553631,12
1.0,59.0,2011-04-01,242.1288733774511,13
1.0,59.0,2011-04-08,52.83494389394241,14
1.0,59.0,2011-04-15,78.40463660691807,15
1.0,59.0,2011-04-22,-45.57843104994913,16
1.0,59.0,2011-04-29,-106.57240681036433,17
1.0,60.0,2011-03-04,1416.7319895642145,9
1.0,60.0,2011-03-11,1008.6332876318053,10
1.0,60.0,2011-03-18,850.4973213830532,11
1.0,60.0,2011-03-25,938.9668985960458,12
1.0,60.0,2011-04-01,1252.1128332398516,13
1.0,60.0,2011-04-08,1104.7660955801116,14
1.0,60.0,2011-04-15,1016.9852817070356,15
1.0,60.0,2011-04-22,809.0472070189286,16
1.0,60.0,2011-04-29,1038.3062655541148,17
1.0,67.0,2011-03-04,5556.5458809786705,9
1.0,67.0,2011-03-11,5277.8556944515785,10
1.0,67.0,2011-03-18,5328.771185115189,11
1.0,67.0,2011-03-25,4891.833464425266,12
1.0,67.0,2011-04-01,6274.731416892935,13
1.0,67.0,2011-04-08,5381.296152094123,14
1.0,67.0,2011-04-15,4542.052935719234,15
1.0,67.0,2011-04-22,5110.624640603293,16
1.0,67.0,2011-04-29,6555.837480292399,17
1.0,71.0,2011-03-04,2821.847428269939,9
1.0,71.0,2011-03-11,2768.375250920675,10
1.0,71.0,2011-03-18,2666.548475439915,11
1.0,71.0,2011-03-25,2145.0372097172294,12
1.0,71.0,2011-04-01,2467.477736978697,13
1.0,71.0,2011-04-08,2097.4055837490814,14
1.0,71.0,2011-04-15,1613.1838840340715,15
1.0,71.0,2011-04-22,1824.9457550501902,16
1.0,71.0,2011-04-29,1569.3215803752173,17
1.0,72.0,2011-03-04,54392.809402554005,9
1.0,72.0,2011-03-11,32984.50127766532,10
1.0,72.0,2011-03-18,35776.25832427543,11
1.0,72.0,2011-03-25,31019.652204385668,12
1.0,72.0,2011-04-01,32588.234766765207,13
1.0,72.0,2011-04-08,29269.256034443795,14
1.0,72.0,2011-04-15,29490.94108872366,15
1.0,72.0,2011-04-22,33458.85254126665,16
1.0,72.0,2011-04-29,26536.04279310879,17
1.0,74.0,2011-03-04,12953.710399069361,9
1.0,74.0,2011-03-11,11399.716099442452,10
1.0,74.0,2011-03-18,10964.76267609862,11
1.0,74.0,2011-03-25,9618.737669894243,12
1.0,74.0,2011-04-01,9847.021722933514,13
1.0,74.0,2011-04-08,9723.182268087523,14
1.0,74.0,2011-04-15,9445.195709104188,15
1.0,74.0,2011-04-22,9418.992903194394,16
1.0,74.0,2011-04-29,9904.291265552634,17
1.0,79.0,2011-03-04,41983.09623829336,9
1.0,79.0,2011-03-11,29919.10392393698,10
1.0,79.0,2011-03-18,28867.602298171863,11
1.0,79.0,2011-03-25,26477.382354738795,12
1.0,79.0,2011-04-01,37452.23984066178,13
1.0,79.0,2011-04-08,34236.25083543514,14
1.0,79.0,2011-04-15,29613.471542565756,15
1.0,79.0,2011-04-22,26701.961766145796,16
1.0,79.0,2011-04-29,27181.987742382706,17
1.0,80.0,2011-03-04,16447.797882203533,9
1.0,80.0,2011-03-11,16189.973157905562,10
1.0,80.0,2011-03-18,15939.675930966445,11
1.0,80.0,2011-03-25,15347.585068012177,12
1.0,80.0,2011-04-01,15862.95579084317,13
1.0,80.0,2011-04-08,16995.43136228184,14
1.0,80.0,2011-04-15,16624.865706522072,15
1.0,80.0,2011-04-22,15782.38734738185,16
1.0,80.0,2011-04-29,15156.614358367453,17
1.0,81.0,2011-03-04,29444.13068667599,9
1.0,81.0,2011-03-11,29186.724852198713,10
1.0,81.0,2011-03-18,29064.059372016265,11
1.0,81.0,2011-03-25,27800.58129888899,12
1.0,81.0,2011-04-01,29506.81421836353,13
1.0,81.0,2011-04-08,30902.427023606353,14
1.0,81.0,2011-04-15,29376.833781314992,15
1.0,81.0,2011-04-22,28183.53492476789,16
1.0,81.0,2011-04-29,28212.67704267594,17
1.0,82.0,2011-03-04,24153.08341887936,9
1.0,82.0,2011-03-11,21225.7190880996,10
1.0,82.0,2011-03-18,21297.639269543513,11
1.0,82.0,2011-03-25,19798.362634264566,12
1.0,82.0,2011-04-01,21726.147061342075,13
1.0,82.0,2011-04-08,21681.793489670083,14
1.0,82.0,2011-04-15,20963.20901802711,15
1.0,82.0,2011-04-22,20497.215411804318,16
1.0,82.0,2011-04-29,20599.690641349815,17
1.0,83.0,2011-03-04,6758.76810476966,9
1.0,83.0,2011-03-11,5516.824227301308,10
1.0,83.0,2011-03-18,5153.981791952064,11
1.0,83.0,2011-03-25,4321.464277630111,12
1.0,83.0,2011-04-01,6921.256022207809,13
1.0,83.0,2011-04-08,5176.981609445901,14
1.0,83.0,2011-04-15,5091.73865249045,15
1.0,83.0,2011-04-22,3758.7542233484774,16
1.0,83.0,2011-04-29,3098.713699813371,17
1.0,85.0,2011-03-04,2418.7603027812297,9
1.0,85.0,2011-03-11,2208.73790048399,10
1.0,85.0,2011-03-18,2106.3022088334988,11
1.0,85.0,2011-03-25,1828.541774527272,12
1.0,85.0,2011-04-01,2033.3246614193636,13
1.0,85.0,2011-04-08,855.5922244960534,14
1.0,85.0,2011-04-15,2684.40590155554,15
1.0,85.0,2011-04-22,2304.1172122760768,16
1.0,85.0,2011-04-29,2318.1326113227847,17
1.0,87.0,2011-03-04,55752.42647302823,9
