Store,Dept,Date,Weekly_Pred,IsHoliday
1.0,55.0,2012-09-14,9368.344994306564,False
1.0,55.0,2012-09-21,8402.148709774017,False
1.0,55.0,2012-09-28,8043.294054985046,False
1.0,55.0,2012-10-05,8540.66275191307,False
1.0,55.0,2012-10-12,8413.305290222168,False
1.0,55.0,2012-10-19,9923.079028367996,False
1.0,55.0,2012-10-26,10615.778398513794,False
1.0,56.0,2012-09-07,1019.9142997264862,True
1.0,56.0,2012-09-14,1056.0409137010574,False
1.0,56.0,2012-09-21,1233.7531147003174,False
1.0,56.0,2012-09-28,1443.7824939489365,False
1.0,56.0,2012-10-05,1812.6937181949615,False
1.0,56.0,2012-10-12,1922.0754002332687,False
1.0,56.0,2012-10-19,1406.2348418235779,False
1.0,56.0,2012-10-26,1082.940066933632,False
1.0,58.0,2012-09-07,3181.373836994171,True
1.0,58.0,2012-09-14,2859.190071582794,False
1.0,58.0,2012-09-21,2391.637891292572,False
1.0,58.0,2012-09-28,2477.8064184188843,False
1.0,58.0,2012-10-05,2985.9257702827454,False
1.0,58.0,2012-10-12,2156.3130383491516,False
1.0,58.0,2012-10-19,2118.705451965332,False
1.0,58.0,2012-10-26,2007.0186409950256,False
1.0,59.0,2012-09-07,-97.08425045013428,True
1.0,59.0,2012-09-14,-106.98397421836853,False
1.0,59.0,2012-09-21,-93.85037875175476,False
1.0,59.0,2012-09-28,-50.31825494766235,False
1.0,59.0,2012-10-05,-75.94481086730957,False
1.0,59.0,2012-10-12,-76.35808753967285,False
1.0,59.0,2012-10-19,-29.55772113800049,False
1.0,59.0,2012-10-26,52.76977801322937,False
1.0,60.0,2012-09-07,1000.0505377352238,True
1.0,60.0,2012-09-14,935.4794824942946,False
1.0,60.0,2012-09-21,760.6162185892463,False
1.0,60.0,2012-09-28,896.9374973103404,False
1.0,60.0,2012-10-05,1147.275239676237,False
1.0,60.0,2012-10-12,1016.961390003562,False
1.0,60.0,2012-10-19,787.8755971193314,False
1.0,60.0,2012-10-26,906.2643539309502,False
1.0,67.0,2012-09-07,5490.999789476395,True
1.0,67.0,2012-09-14,6101.442096233368,False
1.0,67.0,2012-09-21,5885.445834159851,False
1.0,67.0,2012-09-28,5738.819293260574,False
1.0,67.0,2012-10-05,6140.10841178894,False
1.0,67.0,2012-10-12,6588.872847318649,False
1.0,67.0,2012-10-19,6192.262441635132,False
1.0,67.0,2012-10-26,6167.182937860489,False
1.0,71.0,2012-09-07,2666.406080842018,True
1.0,71.0,2012-09-14,2393.8749865442514,False
1.0,71.0,2012-09-21,2201.417057208717,False
1.0,71.0,2012-09-28,2333.4486831203103,False
1.0,71.0,2012-10-05,2312.7701197490096,False
1.0,71.0,2012-10-12,2193.5256255343556,False
1.0,71.0,2012-10-19,2186.1895912885666,False
1.0,71.0,2012-10-26,2154.0639331415296,False
1.0,72.0,2012-09-07,42336.06109043956,True
1.0,72.0,2012-09-14,42487.46201246977,False
1.0,72.0,2012-09-21,38098.39574953914,False
1.0,72.0,2012-09-28,36937.86500439048,False
1.0,72.0,2012-10-05,37884.44935771823,False
1.0,72.0,2012-10-12,36301.298254191875,False
1.0,72.0,2012-10-19,46252.12272387743,False
1.0,72.0,2012-10-26,43790.69430080056,False
1.0,74.0,2012-09-07,10139.255816459656,True
1.0,74.0,2012-09-14,9636.618040800095,False
1.0,74.0,2012-09-21,9915.531411647797,False
1.0,74.0,2012-09-28,9917.010137796402,False
1.0,74.0,2012-10-05,10613.835459470749,False
1.0,74.0,2012-10-12,9969.518985271454,False
1.0,74.0,2012-10-19,9946.464755535126,False
1.0,74.0,2012-10-26,9716.904425859451,False
1.0,79.0,2012-09-07,35275.63269615173,True
1.0,79.0,2012-09-14,32408.62955379486,False
1.0,79.0,2012-09-21,29336.59081721306,False
1.0,79.0,2012-09-28,32221.11317873001,False
1.0,79.0,2012-10-05,42502.9030277729,False
1.0,79.0,2012-10-12,31647.247316360474,False
1.0,79.0,2012-10-19,31118.578005075455,False
1.0,79.0,2012-10-26,28590.094547510147,False
1.0,80.0,2012-09-07,20123.80640888214,True
1.0,80.0,2012-09-14,20391.322969913483,False
1.0,80.0,2012-09-21,20121.602926254272,False
1.0,80.0,2012-09-28,19803.35401725769,False
1.0,80.0,2012-10-05,21015.909709453583,False
1.0,80.0,2012-10-12,19755.25958585739,False
1.0,80.0,2012-10-19,19864.440296173096,False
1.0,80.0,2012-10-26,19408.256812095642,False
1.0,81.0,2012-09-07,31016.367175102234,True
1.0,81.0,2012-09-14,30561.705248355865,False
1.0,81.0,2012-09-21,29028.401242733,False
1.0,81.0,2012-09-28,29422.27564907074,False
1.0,81.0,2012-10-05,32165.0361661911,False
1.0,81.0,2012-10-12,30969.105509757996,False
1.0,81.0,2012-10-19,29845.272749900818,False
1.0,81.0,2012-10-26,28858.81077003479,False
1.0,82.0,2012-09-07,19056.710686206818,True
1.0,82.0,2012-09-14,19228.866253495216,False
1.0,82.0,2012-09-21,19298.357165813446,False
1.0,82.0,2012-09-28,19293.233149826527,False
1.0,82.0,2012-10-05,20930.157108962536,False
1.0,82.0,2012-10-12,19697.055351793766,False
1.0,82.0,2012-10-19,19689.615700423717,False
1.0,82.0,2012-10-26,20065.79379582405,False
1.0,83.0,2012-09-07,5837.252101063728,True
1.0,83.0,2012-09-14,5919.975793480873,False
1.0,83.0,2012-09-21,4704.629216194153,False
1.0,83.0,2012-09-28,4181.46294426918,False
1.0,83.0,2012-10-05,5886.74914431572,False
1.0,83.0,2012-10-12,5895.914967894554,False
1.0,83.0,2012-10-19,4883.893741846085,False
1.0,83.0,2012-10-26,4116.499516129494,False
1.0,85.0,2012-09-07,2703.761133670807,True
1.0,85.0,2012-09-14,2974.434633255005,False
1.0,85.0,2012-09-21,3075.7213773727417,False
1.0,85.0,2012-09-28,2838.133861064911,False
1.0,85.0,2012-10-05,2762.1465871334076,False
1.0,85.0,2012-10-12,2695.5407495498657,False
1.0,85.0,2012-10-19,2934.4212737083435,False
1.0,85.0,2012-10-26,2848.1435952186584,False
1.0,87.0,2012-09-07,55441.166984558105,True
1.0,87.0,2012-09-14,51818.53434371948,False
1.0,87.0,2012-09-21,50646.55580329895,False
1.0,87.0,2012-09-28,58870.51984786987,False
1.0,87.0,2012-10-05,62619.2308921814,False
1.0,87.0,2012-10-12,50616.09894180298,False
1.0,87.0,2012-10-19,53588.36584472656,False
1.0,87.0,2012-10-26,52852.82604217529,False
1.0,90.0,2012-09-07,91881.75691890717,True
1.0,90.0,2012-09-14,91776.00841903687,False
1.0,90.0,2012-09-21,86405.35571289062,False
1.0,90.0,2012-09-28,86880.27101516724,False
1.0,90.0,2012-10-05,96567.98166275024,False
1.0,90.0,2012-10-12,92381.3298778534,False
1.0,90.0,2012-10-19,89177.93696117401,False
1.0,90.0,2012-10-26,87098.56206035614,False
1.0,91.0,2012-09-07,72909.483222723,True
1.0,91.0,2012-09-14,71563.04204654694,False
1.0,91.0,2012-09-21,63218.255875110626,False
1.0,91.0,2012-09-28,60985.24959445,False
1.0,91.0,2012-10-05,75198.87355303764,False
1.0,91.0,2012-10-12,71449.94439148903,False
1.0,91.0,2012-10-19,63878.67418551445,False
1.0,91.0,2012-10-26,59232.40511727333,False
1.0,92.0,2012-09-07,148935.17759227753,True
1.0,92.0,2012-09-14,146909.5160932541,False
1.0,92.0,2012-09-21,131801.1981830597,False
1.0,92.0,2012-09-28,131885.36151599884,False
1.0,92.0,2012-10-05,159576.3408985138,False
1.0,92.0,2012-10-12,151633.66804218292,False
1.0,92.0,2012-10-19,141895.0659341812,False
1.0,92.0,2012-10-26,135499.12724018097,False
1.0,93.0,2012-09-07,87145.75420188904,True
1.0,93.0,2012-09-14,82118.55711269379,False
1.0,93.0,2012-09-21,70446.07403182983,False
1.0,93.0,2012-09-28,68342.51612186432,False
1.0,93.0,2012-10-05,85825.06828975677,False
1.0,93.0,2012-10-12,82377.5141506195,False
1.0,93.0,2012-10-19,73083.29275226593,False
1.0,93.0,2012-10-26,68311.9117231369,False
1.0,94.0,2012-09-07,65704.4594116211,True
1.0,94.0,2012-09-14,63908.60758018494,False
1.0,94.0,2012-09-21,60052.68679046631,False
1.0,94.0,2012-09-28,57314.73413276672,False
1.0,94.0,2012-10-05,62702.42503929138,False
1.0,94.0,2012-10-12,60204.3547744751,False
1.0,94.0,2012-10-19,59459.02492904663,False
1.0,94.0,2012-10-26,57852.561628341675,False
1.0,95.0,2012-09-07,132799.1826558113,True
1.0,95.0,2012-09-14,130382.35476827621,False
1.0,95.0,2012-09-21,121295.63002347946,False
1.0,95.0,2012-09-28,118406.29674196243,False
1.0,95.0,2012-10-05,131214.2995467186,False
1.0,95.0,2012-10-12,126801.16677474976,False
1.0,95.0,2012-10-19,120955.51999855042,False
1.0,95.0,2012-10-26,113203.95759820938,False
1.0,96.0,2012-09-07,48561.33311462402,True
1.0,96.0,2012-09-14,45091.238468170166,False
1.0,96.0,2012-09-21,46818.81048965454,False
1.0,96.0,2012-09-28,46522.44867706299,False
