Store,Dept,Date,Weekly_Pred,Wk
1.0,17.0,2012-03-23,8808.984887361526,12
1.0,17.0,2012-03-30,8472.990685582161,13
1.0,17.0,2012-04-06,7830.046285748482,14
1.0,17.0,2012-04-13,7431.685665488243,15
1.0,17.0,2012-04-20,7753.761265873909,16
1.0,17.0,2012-04-27,7115.234151721001,17
1.0,18.0,2012-03-02,932.0681767463684,9
1.0,18.0,2012-03-09,1487.5856142044067,10
1.0,18.0,2012-03-16,2197.7223501205444,11
1.0,18.0,2012-03-23,3246.9674134254456,12
1.0,18.0,2012-03-30,9910.298554897308,13
1.0,18.0,2012-04-06,6666.18986082077,14
1.0,18.0,2012-04-13,3031.138111591339,15
1.0,18.0,2012-04-20,7453.24303817749,16
1.0,18.0,2012-04-27,5151.0437116622925,17
1.0,19.0,2012-03-02,1077.5630865469575,9
1.0,19.0,2012-03-09,938.2338264361024,10
1.0,19.0,2012-03-16,850.032130934298,11
1.0,19.0,2012-03-23,876.2284107282758,12
1.0,19.0,2012-03-30,765.4283900782466,13
1.0,19.0,2012-04-06,831.25568202883,14
1.0,19.0,2012-04-13,722.230923987925,15
1.0,19.0,2012-04-20,683.0676409900188,16
1.0,19.0,2012-04-27,581.9251733794808,17
1.0,20.0,2012-03-02,4959.646203279495,9
1.0,20.0,2012-03-09,4758.0434765815735,10
1.0,20.0,2012-03-16,5325.65537238121,11
1.0,20.0,2012-03-23,4569.645915031433,12
1.0,20.0,2012-03-30,4530.4334144592285,13
1.0,20.0,2012-04-06,4179.7322697639465,14
1.0,20.0,2012-04-13,3866.1425065994263,15
1.0,20.0,2012-04-20,4002.9160261154175,16
1.0,20.0,2012-04-27,3877.169996738434,17
1.0,21.0,2012-03-02,8268.39966905117,9
1.0,21.0,2012-03-09,7846.312461018562,10
1.0,21.0,2012-03-16,8059.4340762495995,11
1.0,21.0,2012-03-23,7324.423993766308,12
1.0,21.0,2012-03-30,7847.07189232111,13
1.0,21.0,2012-04-06,7630.155318140984,14
1.0,21.0,2012-04-13,7060.826042771339,15
1.0,21.0,2012-04-20,7261.111964404583,16
1.0,21.0,2012-04-27,7559.482165694237,17
1.0,22.0,2012-03-02,9955.453373908997,9
1.0,22.0,2012-03-09,9386.881280303001,10
1.0,22.0,2012-03-16,8918.758598089218,11
1.0,22.0,2012-03-23,7624.185159921646,12
1.0,22.0,2012-03-30,7432.29286801815,13
1.0,22.0,2012-04-06,7475.3840655088425,14
1.0,22.0,2012-04-13,7061.103867053986,15
1.0,22.0,2012-04-20,7358.909206628799,16
1.0,22.0,2012-04-27,6215.74079144001,17
1.0,23.0,2012-03-02,19917.871189832687,9
1.0,23.0,2012-03-09,18538.219881415367,10
1.0,23.0,2012-03-16,19434.109219670296,11
1.0,23.0,2012-03-23,17735.21893942356,12
1.0,23.0,2012-03-30,18967.125701904297,13
1.0,23.0,2012-04-06,19371.53572654724,14
1.0,23.0,2012-04-13,18613.181135177612,15
1.0,23.0,2012-04-20,19210.80603349209,16
1.0,23.0,2012-04-27,19120.415854930878,17
1.0,24.0,2012-03-02,5056.293217778206,9
1.0,24.0,2012-03-09,4516.7638248205185,10
1.0,24.0,2012-03-16,4373.154951035976,11
1.0,24.0,2012-03-23,3971.235036790371,12
1.0,24.0,2012-03-30,5040.457073926926,13
1.0,24.0,2012-04-06,4856.833223879337,14
1.0,24.0,2012-04-13,4020.726311326027,15
1.0,24.0,2012-04-20,4303.085626125336,16
1.0,24.0,2012-04-27,3797.1446182727814,17
1.0,25.0,2012-03-02,10030.03225839138,9
1.0,25.0,2012-03-09,9586.9220495224,10
1.0,25.0,2012-03-16,10822.424988508224,11
1.0,25.0,2012-03-23,10108.17629647255,12
1.0,25.0,2012-03-30,11194.18911331892,13
1.0,25.0,2012-04-06,11459.19181495905,14
1.0,25.0,2012-04-13,10112.288769185543,15
1.0,25.0,2012-04-20,10907.716640472412,16
1.0,25.0,2012-04-27,10625.050571680069,17
1.0,26.0,2012-03-02,7286.7688574790955,9
1.0,26.0,2012-03-09,6538.204976558685,10
1.0,26.0,2012-03-16,6763.551152467728,11
1.0,26.0,2012-03-23,5746.843092679977,12
1.0,26.0,2012-03-30,6416.553187131882,13
1.0,26.0,2012-04-06,5894.524154663086,14
1.0,26.0,2012-04-13,5978.634732246399,15
1.0,26.0,2012-04-20,6201.797434091568,16
1.0,26.0,2012-04-27,5611.740922212601,17
1.0,27.0,2012-03-02,1736.1331104589626,9
1.0,27.0,2012-03-09,1385.420324459672,10
1.0,27.0,2012-03-16,1429.2926506269723,11
1.0,27.0,2012-03-23,1245.8560213949531,12
1.0,27.0,2012-03-30,1208.86992450431,13
1.0,27.0,2012-04-06,1076.7010724665597,14
1.0,27.0,2012-04-13,1053.6794251743704,15
1.0,27.0,2012-04-20,1000.4763648202643,16
1.0,27.0,2012-04-27,968.0642348239198,17
1.0,28.0,2012-03-02,658.2920668125153,9
1.0,28.0,2012-03-09,625.1075760126114,10
1.0,28.0,2012-03-16,519.7338417172432,11
1.0,28.0,2012-03-23,511.34688487648964,12
1.0,28.0,2012-03-30,562.3600655943155,13
1.0,28.0,2012-04-06,562.1728653311729,14
1.0,28.0,2012-04-13,389.7819059640169,15
1.0,28.0,2012-04-20,476.60450476408005,16
1.0,28.0,2012-04-27,477.9713468402624,17
1.0,29.0,2012-03-02,5077.371088862419,9
1.0,29.0,2012-03-09,4368.7852429151535,10
1.0,29.0,2012-03-16,4160.364227056503,11
1.0,29.0,2012-03-23,3496.7290819883347,12
1.0,29.0,2012-03-30,3527.8932654857635,13
1.0,29.0,2012-04-06,3944.045935153961,14
1.0,29.0,2012-04-13,3590.2556146383286,15
1.0,29.0,2012-04-20,3559.9909069538116,16
1.0,29.0,2012-04-27,3816.501552581787,17
1.0,30.0,2012-03-02,3576.744220852852,9
1.0,30.0,2012-03-09,3167.2827931642532,10
1.0,30.0,2012-03-16,3539.8719614744186,11
1.0,30.0,2012-03-23,3003.3373659849167,12
1.0,30.0,2012-03-30,3108.2988431453705,13
1.0,30.0,2012-04-06,3465.483065724373,14
1.0,30.0,2012-04-13,3271.771220445633,15
1.0,30.0,2012-04-20,3237.7959557771683,16
1.0,30.0,2012-04-27,2974.25553047657,17
1.0,31.0,2012-03-02,1585.0503988265991,9
1.0,31.0,2012-03-09,1312.7813894748688,10
1.0,31.0,2012-03-16,1026.7929029464722,11
1.0,31.0,2012-03-23,989.8240213394165,12
1.0,31.0,2012-03-30,788.8748841285706,13
1.0,31.0,2012-04-06,861.4399292469025,14
1.0,31.0,2012-04-13,813.8421704769135,15
1.0,31.0,2012-04-20,878.8739824295044,16
1.0,31.0,2012-04-27,737.5160472393036,17
1.0,32.0,2012-03-02,8063.604026056826,9
1.0,32.0,2012-03-09,7447.3017685338855,10
1.0,32.0,2012-03-16,7297.364104412496,11
1.0,32.0,2012-03-23,5384.025812774897,12
1.0,32.0,2012-03-30,5955.350618816912,13
1.0,32.0,2012-04-06,6107.142710261047,14
1.0,32.0,2012-04-13,6109.891093634069,15
1.0,32.0,2012-04-20,6377.02328004688,16
1.0,32.0,2012-04-27,6336.299431346357,17
1.0,33.0,2012-03-02,5042.437494874001,9
1.0,33.0,2012-03-09,4413.167917728424,10
1.0,33.0,2012-03-16,4892.280856132507,11
1.0,33.0,2012-03-23,3770.1892006397247,12
1.0,33.0,2012-03-30,4637.4717717170715,13
1.0,33.0,2012-04-06,4477.216951131821,14
1.0,33.0,2012-04-13,3970.361614227295,15
1.0,33.0,2012-04-20,4389.314685583115,16
1.0,33.0,2012-04-27,3705.4986798763275,17
1.0,34.0,2012-03-02,12543.603331208229,9
1.0,34.0,2012-03-09,10741.487037539482,10
1.0,34.0,2012-03-16,12247.251030921936,11
1.0,34.0,2012-03-23,10231.541801571846,12
1.0,34.0,2012-03-30,10694.166616082191,13
1.0,34.0,2012-04-06,11680.857533454895,14
1.0,34.0,2012-04-13,10955.671743035316,15
1.0,34.0,2012-04-20,11564.909753918648,16
1.0,34.0,2012-04-27,11074.283700942993,17
1.0,35.0,2012-03-02,2962.903043150902,9
1.0,35.0,2012-03-09,3136.8332729935646,10
1.0,35.0,2012-03-16,3227.2387151122093,11
1.0,35.0,2012-03-23,2886.2567143440247,12
1.0,35.0,2012-03-30,3040.075514316559,13
1.0,35.0,2012-04-06,3372.9440907239914,14
1.0,35.0,2012-04-13,3014.6959698796272,15
1.0,35.0,2012-04-20,3169.8930230140686,16
1.0,35.0,2012-04-27,3341.653401196003,17
1.0,36.0,2012-03-02,1102.8901151418686,9
1.0,36.0,2012-03-09,1387.5236842632294,10
1.0,36.0,2012-03-16,2072.123809337616,11
1.0,36.0,2012-03-23,1457.5441443920135,12
1.0,36.0,2012-03-30,1372.6363821029663,13
1.0,36.0,2012-04-06,1344.7358808517456,14
1.0,36.0,2012-04-13,1281.5989590883255,15
1.0,36.0,2012-04-20,1134.0321110486984,16
1.0,36.0,2012-04-27,1368.1984193325043,17
1.0,37.0,2012-03-02,3138.0630847215652,9
1.0,37.0,2012-03-09,3160.2089513242245,10
1.0,37.0,2012-03-16,2977.5311487317085,11
1.0,37.0,2012-03-23,2684.604745388031,12
1.0,37.0,2012-03-30,2973.0641477406025,13
1.0,37.0,2012-04-06,2612.240441650152,14
1.0,37.0,2012-04-13,2683.006134688854,15
1.0,37.0,2012-04-20,2777.2786346673965,16
1.0,37.0,2012-04-27,2656.7229297459126,17
1.0,38.0,2012-03-02,96006.62852478027,9
1.0,38.0,2012-03-09,81631.0534286499,10
1.0,38.0,2012-03-16,66839.27003097534,11
1.0,38.0,2012-03-23,77758.22830581665,12
1.0,38.0,2012-03-30,85840.99349212646,13
1.0,38.0,2012-04-06,85603.27062225342,14
1.0,38.0,2012-04-13,76039.68118667603,15
1.0,38.0,2012-04-20,73284.95677566528,16
1.0,38.0,2012-04-27,99852.88912582397,17
1.0,40.0,2012-03-02,67961.55904960632,9
1.0,40.0,2012-03-09,63641.67405128479,10
1.0,40.0,2012-03-16,61210.57516288757,11
1.0,40.0,2012-03-23,58956.752391815186,12
1.0,40.0,2012-03-30,61267.01932525635,13
1.0,40.0,2012-04-06,59659.026869773865,14
1.0,40.0,2012-04-13,58521.67881965637,15
1.0,40.0,2012-04-20,58345.42707443237,16
1.0,40.0,2012-04-27,56753.22839450836,17
1.0,41.0,2012-03-02,869.222875982523,9
1.0,41.0,2012-03-09,645.0665517747402,10
1.0,41.0,2012-03-16,673.2690060436726,11
1.0,41.0,2012-03-23,462.0232389867306,12
1.0,41.0,2012-03-30,605.2822880148888,13
1.0,41.0,2012-04-06,650.9676283597946,14
1.0,41.0,2012-04-13,543.670232206583,15
1.0,41.0,2012-04-20,585.1220244169235,16
1.0,41.0,2012-04-27,530.2628335058689,17
1.0,42.0,2012-03-02,9843.08440566063,9
1.0,42.0,2012-03-09,9246.287458896637,10
1.0,42.0,2012-03-16,9378.829744815826,11
1.0,42.0,2012-03-23,9078.723270177841,12
1.0,42.0,2012-03-30,9214.319527626038,13
1.0,42.0,2012-04-06,8959.776963233948,14
1.0,42.0,2012-04-13,8736.51808667183,15
1.0,42.0,2012-04-20,8373.75827908516,16
1.0,42.0,2012-04-27,8155.841219425201,17
1.0,44.0,2012-03-02,5235.848117947578,9
1.0,44.0,2012-03-09,4952.496324896812,10
1.0,44.0,2012-03-16,4707.564827680588,11
1.0,44.0,2012-03-23,4707.484857559204,12
1.0,44.0,2012-03-30,5123.075019240379,13
1.0,44.0,2012-04-06,4981.090363383293,14
1.0,44.0,2012-04-13,5077.163094520569,15
1.0,44.0,2012-04-20,5228.820951581001,16
1.0,44.0,2012-04-27,4975.261239290237,17
1.0,46.0,2012-03-02,22522.560518614948,9
1.0,46.0,2012-03-09,20007.233794137836,10
1.0,46.0,2012-03-16,19552.56541148573,11
1.0,46.0,2012-03-23,18291.057584300637,12
1.0,46.0,2012-03-30,19787.36712733656,13
1.0,46.0,2012-04-06,19566.897066637874,14
1.0,46.0,2012-04-13,20024.749928876758,15
1.0,46.0,2012-04-20,20242.642317444086,16
1.0,46.0,2012-04-27,19318.179117016494,17
1.0,47.0,2012-03-16,45.056415647268295,11
1.0,48.0,2012-03-02,1056.251201927662,9
1.0,48.0,2012-03-09,1152.1558149456978,10
1.0,48.0,2012-03-16,1006.1776671409607,11
1.0,48.0,2012-03-23,1094.979638159275,12
1.0,48.0,2012-03-30,1046.8685687184334,13
1.0,48.0,2012-04-06,950.1775959730148,14
1.0,48.0,2012-04-13,1048.0942848324776,15
1.0,48.0,2012-04-20,1050.2239008545876,16
1.0,48.0,2012-04-27,954.9978182315826,17
1.0,49.0,2012-03-02,15017.665920138359,9
1.0,49.0,2012-03-09,13026.619297385216,10
1.0,49.0,2012-03-16,13070.801189780235,11
1.0,49.0,2012-03-23,11830.63100028038,12
1.0,49.0,2012-03-30,12902.674797415733,13
1.0,49.0,2012-04-06,10979.457050681114,14
1.0,49.0,2012-04-13,10346.85136449337,15
1.0,49.0,2012-04-20,10246.561224460602,16
1.0,49.0,2012-04-27,9816.795290827751,17
1.0,52.0,2012-03-02,2690.051339060068,9
1.0,52.0,2012-03-09,2130.0791478157043,10
1.0,52.0,2012-03-16,2112.952573508024,11
1.0,52.0,2012-03-23,2104.938841983676,12
1.0,52.0,2012-03-30,2163.796579644084,13
1.0,52.0,2012-04-06,1850.3770538568497,14
1.0,52.0,2012-04-13,1894.773366868496,15
1.0,52.0,2012-04-20,2234.236196026206,16
1.0,52.0,2012-04-27,1886.182486385107,17
1.0,54.0,2012-03-02,24.328203678131104,9
1.0,54.0,2012-03-09,-14.554115414619446,10
1.0,54.0,2012-03-16,-27.174850791692734,11
1.0,54.0,2012-03-23,-45.260538041591644,12
1.0,54.0,2012-03-30,-20.51575630903244,13
1.0,54.0,2012-04-06,36.89900988340378,14
1.0,54.0,2012-04-20,-0.2136266529560089,16
1.0,54.0,2012-04-27,20.731903195381165,17
1.0,55.0,2012-03-02,13947.191343069077,9
1.0,55.0,2012-03-09,13047.697024583817,10
1.0,55.0,2012-03-16,13753.469529390335,11
1.0,55.0,2012-03-23,10434.865934371948,12
1.0,55.0,2012-03-30,10783.606782197952,13
1.0,55.0,2012-04-06,9845.882937192917,14
1.0,55.0,2012-04-13,8472.408673524857,15
1.0,55.0,2012-04-20,9495.749146461487,16
1.0,55.0,2012-04-27,8992.915894985199,17
1.0,56.0,2012-03-02,6433.481995999813,9
1.0,56.0,2012-03-09,8024.11647439003,10
1.0,56.0,2012-03-16,11491.586712002754,11
1.0,56.0,2012-03-23,11019.820365607738,12
1.0,56.0,2012-03-30,13605.302021980286,13
1.0,56.0,2012-04-06,13376.166045486927,14
1.0,56.0,2012-04-13,13082.374015033245,15
1.0,56.0,2012-04-20,12474.25415110588,16
1.0,56.0,2012-04-27,10655.2452750206,17
1.0,58.0,2012-03-02,2981.499485731125,9
1.0,58.0,2012-03-09,3052.4863996505737,10
1.0,58.0,2012-03-16,2820.823499441147,11
1.0,58.0,2012-03-23,2324.8469474315643,12
1.0,58.0,2012-03-30,2376.804182291031,13
1.0,58.0,2012-04-06,2688.478891134262,14
1.0,58.0,2012-04-13,2908.613823890686,15
1.0,58.0,2012-04-20,3099.9821434020996,16
1.0,58.0,2012-04-27,2328.787465572357,17
1.0,59.0,2012-03-02,54.714351415634155,9
1.0,59.0,2012-03-09,6.561857223510742,10
1.0,59.0,2012-03-16,-62.0576012134552,11
1.0,59.0,2012-03-23,-86.45556616783142,12
1.0,59.0,2012-03-30,-107.28935408592224,13
1.0,59.0,2012-04-06,-139.5365011692047,14
1.0,59.0,2012-04-13,-163.60292863845825,15
1.0,59.0,2012-04-20,-126.91979765892029,16
1.0,59.0,2012-04-27,-222.7348666191101,17
1.0,60.0,2012-03-02,1279.6019426733255,9
1.0,60.0,2012-03-09,991.6078633069992,10
1.0,60.0,2012-03-16,679.303575694561,11
1.0,60.0,2012-03-23,707.4382227063179,12
1.0,60.0,2012-03-30,1079.8370901495218,13
1.0,60.0,2012-04-06,1012.393970027566,14
1.0,60.0,2012-04-13,878.3787214905024,15
1.0,60.0,2012-04-20,760.9956358522177,16
1.0,60.0,2012-04-27,857.0657090246677,17
1.0,67.0,2012-03-02,6375.935074090958,9
1.0,67.0,2012-03-09,6242.973032474518,10
1.0,67.0,2012-03-16,6162.711647510529,11
1.0,67.0,2012-03-23,5562.230048418045,12
1.0,67.0,2012-03-30,6284.488539218903,13
1.0,67.0,2012-04-06,5904.10271191597,14
1.0,67.0,2012-04-13,5917.6818680763245,15
1.0,67.0,2012-04-20,6791.119390010834,16
1.0,67.0,2012-04-27,7622.43600487709,17
1.0,71.0,2012-03-02,4184.249858379364,9
1.0,71.0,2012-03-09,3820.42022639513,10
1.0,71.0,2012-03-16,3446.842689335346,11
1.0,71.0,2012-03-23,2873.4760618805885,12
1.0,71.0,2012-03-30,2918.310665011406,13
1.0,71.0,2012-04-06,2949.0542038083076,14
1.0,71.0,2012-04-13,2794.402796804905,15
1.0,71.0,2012-04-20,2673.504030764103,16
1.0,71.0,2012-04-27,2625.1120311021805,17
1.0,72.0,2012-03-02,60761.610427737236,9
1.0,72.0,2012-03-09,46699.6105876565,10
1.0,72.0,2012-03-16,43741.6849925518,11
1.0,72.0,2012-03-23,39763.07296490669,12
1.0,72.0,2012-03-30,40704.804943323135,13
1.0,72.0,2012-04-06,37215.70461136103,14
1.0,72.0,2012-04-13,38467.4116576314,15
1.0,72.0,2012-04-20,42117.89098638296,16
1.0,72.0,2012-04-27,35567.97187888622,17
1.0,74.0,2012-03-02,13906.50806069374,9
1.0,74.0,2012-03-09,11960.777755022049,10
1.0,74.0,2012-03-16,11980.325865507126,11
1.0,74.0,2012-03-23,10627.804997205734,12
1.0,74.0,2012-03-30,10684.533148527145,13
1.0,74.0,2012-04-06,10918.70139336586,14
1.0,74.0,2012-04-13,10141.995123624802,15
1.0,74.0,2012-04-20,10033.22437119484,16
1.0,74.0,2012-04-27,10014.097720623016,17
1.0,79.0,2012-03-02,46679.97610068321,9
1.0,79.0,2012-03-09,36075.28747034073,10
1.0,79.0,2012-03-16,33244.50204062462,11
1.0,79.0,2012-03-23,30492.09696507454,12
1.0,79.0,2012-03-30,40044.99622917175,13
1.0,79.0,2012-04-06,39933.60635280609,14
1.0,79.0,2012-04-13,34632.8693857193,15
1.0,79.0,2012-04-20,31744.42170906067,16
1.0,79.0,2012-04-27,31163.844670534134,17
1.0,80.0,2012-03-02,20159.857716560364,9
1.0,80.0,2012-03-09,19314.828547477722,10
1.0,80.0,2012-03-16,20208.199516773224,11
1.0,80.0,2012-03-23,19140.592330932617,12
1.0,80.0,2012-03-30,19802.31729221344,13
1.0,80.0,2012-04-06,21011.573723316193,14
1.0,80.0,2012-04-13,20298.523260593414,15
1.0,80.0,2012-04-20,20225.147902965546,16
1.0,80.0,2012-04-27,19638.559087753296,17
1.0,81.0,2012-03-02,30574.844345092773,9
1.0,81.0,2012-03-09,30197.54837656021,10
1.0,81.0,2012-03-16,30403.88361954689,11
1.0,81.0,2012-03-23,28353.579842567444,12
1.0,81.0,2012-03-30,29584.21656870842,13
1.0,81.0,2012-04-06,31075.57269525528,14
1.0,81.0,2012-04-13,30489.058916330338,15
1.0,81.0,2012-04-20,29162.07234621048,16
1.0,81.0,2012-04-27,28326.94332575798,17
1.0,82.0,2012-03-02,21697.10718011856,9
1.0,82.0,2012-03-09,19425.204647541046,10
1.0,82.0,2012-03-16,19379.24060153961,11
1.0,82.0,2012-03-23,18055.271458148956,12
1.0,82.0,2012-03-30,19276.898030281067,13
1.0,82.0,2012-04-06,18904.251742839813,14
1.0,82.0,2012-04-13,18037.82523727417,15
1.0,82.0,2012-04-20,18589.91240787506,16
1.0,82.0,2012-04-27,17860.135432243347,17
1.0,83.0,2012-03-02,6996.583261728287,9
1.0,83.0,2012-03-09,7392.8986574709415,10
1.0,83.0,2012-03-16,6984.267418652773,11
1.0,83.0,2012-03-23,5750.172623157501,12
1.0,83.0,2012-03-30,7132.14724573493,13
1.0,83.0,2012-04-06,6527.49670702219,14
1.0,83.0,2012-04-13,6237.218411266804,15
1.0,83.0,2012-04-20,5996.253484100103,16
1.0,83.0,2012-04-27,4308.37229552865,17
1.0,85.0,2012-03-02,2787.513475418091,9
1.0,85.0,2012-03-09,2735.501474380493,10
1.0,85.0,2012-03-16,2281.7220640182495,11
1.0,85.0,2012-03-23,2718.547117829323,12
1.0,85.0,2012-03-30,2698.4651889801025,13
1.0,85.0,2012-04-06,2411.558852314949,14
1.0,85.0,2012-04-13,2808.9248090982437,15
1.0,85.0,2012-04-20,2865.4543781280518,16
1.0,85.0,2012-04-27,3192.67858338356,17
1.0,87.0,2012-03-02,56927.95123672485,9
1.0,87.0,2012-03-09,46610.91258811951,10
1.0,87.0,2012-03-16,47892.488649368286,11
1.0,87.0,2012-03-23,44333.789081573486,12
1.0,87.0,2012-03-30,53705.951612472534,13
